old sampleid,sampleid,replicate,sitecode,species,role,delta13c,delta15n,c_n_ratio
KC-S18-208-7 C,KC-S18-208-7 C,1,KC,bluntnose minnow,detritivore,-25.8487763,13.02052023,3.479023638
KC-S18-208-7,KC-S18-208-7,0,KC,bluntnose minnow,detritivore,-25.79650775,13.01042871,3.486267288
KC-S18-208-8,KC-S18-208-8,0,KC,bluntnose minnow,detritivore,-26.02800849,12.29864099,3.313098202
KC-S18-212-1,KC-S18-212-1,0,KC,creek chub,cc,-25.22126384,10.31924945,3.383228835
KC-S18-212-11,KC-S18-212-11,0,KC,creek chub,cc,-25.68578307,9.665505459,3.398288313
KC-S18-212-12,KC-S18-212-12,0,KC,creek chub,cc,-25.06741034,9.948996296,3.268378946
KC-S18-212-13,KC-S18-212-13,0,KC,creek chub,cc,-25.02204328,9.963120395,3.216692784
KC-S18-212-14,KC-S18-212-14,0,KC,creek chub,cc,-25.04768553,10.27183284,3.236842718
KC-S18-212-3,KC-S18-212-3,0,KC,creek chub,cc,-25.52108092,11.91930806,3.295370109
KC-S18-212-4,KC-S18-212-4,0,KC,creek chub,cc,-25.66605826,10.26577965,3.280321126
KC-S18-212-6,KC-S18-212-6,0,KC,creek chub,cc,-25.57828287,10.57045664,3.431545033
KC-S18-212-8,KC-S18-212-8,0,KC,creek chub,cc,-26.37319263,11.09910147,3.277196453
KC-S18-341-2,KC-S18-341-2,0,KC,johnny darter,invertivore,-26.22328409,14.04498491,3.463390749
KC-S18-341-3 A,KC-S18-341-3 A,1,KC,johnny darter,invertivore,-26.89590004,14.85812944,3.240703679
KC-S18-341-3 B,KC-S18-341-3 B,1,KC,johnny darter,invertivore,-26.53690853,15.13859369,3.191693939
KC-S18-341-3 C,KC-S18-341-3 C,1,KC,johnny darter,invertivore,-26.85743666,14.91260811,3.235227183
KC-S18-341-3,KC-S18-341-3,0,KC,johnny darter,invertivore,-26.76341508,14.96977708,3.2225416
KC-S18-341-6,KC-S18-341-6,0,KC,johnny darter,invertivore,-25.35539254,13.80891068,3.339738144
KC-S18-ALG-1,KC-S18-ALG-1,0,KC,algae,algae,-17.81163973,11.16467764,13.97809486
KC-S18-ALG-2,KC-S18-ALG-2,0,KC,algae,algae,-25.4569753,10.52606661,13.19455783
KC-S18-ALG-3,KC-S18-ALG-3,0,KC,algae,algae,-17.88363528,11.11726103,13.99192885
KC-S18-DET-1,KC-S18-DET-1,0,KC,detritus,det,-27.71053461,2.703333687,25.59829807
KC-S18-DET-2,KC-S18-DET-2,0,KC,detritus,det,-27.62275921,2.587314305,25.48451524
KC-S18-DET-3,KC-S18-DET-3,0,KC,detritus,det,-27.84762202,2.621615688,26.11051564
KC-S18-GOL-1,KC-S18-GOL-1,0,KC,goldenrod,terpp,-34.43077668,-0.20017745,12.81462156
KC-S18-GOL-2,KC-S18-GOL-2,0,KC,goldenrod,terpp,-34.02937683,-0.198159722,12.46028129
KC-S18-GOL-3,KC-S18-GOL-3,0,KC,goldenrod,terpp,-33.96329873,-0.29400182,12.74820273
KC-S18-TER-3-1,KC-S18-TER-3-1,0,KC,european garden snail,terbase,-26.43138081,0.104499535,4.537623217
KC-S18-TER-3-2,KC-S18-TER-3-2,0,KC,european garden snail,terbase,-26.3140182,0.043967683,4.62747366
KC-S18-TER-4,KC-S18-TER-4-1,0,KC,caterpillar,terbase,-28.31509997,1.569370338,3.896909189
KC-S18-TER-4,KC-S18-TER-4-2,0,KC,caterpillar,terbase,-28.31509997,1.569370338,3.896909189
LE-S18-331-1,LE-S18-331-1,0,LEF,yellow perch,perch,-23.25864545,10.44434861,3.125226418
LE-S18-331-2,LE-S18-331-2,0,LEF,yellow perch,perch,-27.79436504,12.4872986,3.137826415
LE-S18-331-4,LE-S18-331-4,0,LEF,yellow perch,perch,-27.21544193,11.18586379,3.184503272
LE-S18-630-4 ,LE-S18-630-4,0,LEF,blacknose dace,invertivore,-27.46397451,12.31680055,3.265698735
LE-S18-630-6,LE-S18-630-6,0,LEF,blacknose dace,invertivore,-27.52157419,12.08379034,3.33928459
LE-S18-630-7,LE-S18-630-7,0,LEF,blacknose dace,invertivore,-27.52354549,12.3122465,3.296571441
LE-S18-AQU-1,LE-S18-AQU-1,0,LEF,algae,algae,-29.75209759,7.922265288,8.017913191
LE-S18-AQU-2,LE-S18-AQU-2,0,LEF,algae,algae,-29.9176866,8.104426361,7.892742618
LE-S18-AQU-3,LE-S18-AQU-3,0,LEF,algae,algae,-29.97189728,7.91220114,7.979437999
LE-S18-GOL-1,LE-S18-GOL-1,0,LEF,goldenrod,terpp,-28.54862032,-2.015074109,19.4995422
LE-S18-GOL-2,LE-S18-GOL-2,0,LEF,goldenrod,terpp,-28.46484016,-2.101625779,19.86363619
LE-S18-GOL-3,LE-S18-GOL-3,0,LEF,goldenrod,terpp,-28.48553879,-2.065394847,19.70240391
LE-S18-TER-1,LE-S18-TER-1,0,LEF,caterpillar,terbase,-29.24843101,-0.029417776,6.011616081
LE-S18-TER-2,LE-S18-TER-2,0,LEF,caterpillar,terbase,-29.1735217,-0.266931661,6.028859849
LE-S18-TER-3,LE-S18-TER-3,0,LEF,caterpillar,terbase,-29.26321575,-0.196482627,6.319041257
LEST-S18-212-10-MT A,LEST-S18-212-10-MT A,1,LEST,creek chub,cc,-25.548,8.955,3.279091092
LEST-S18-212-10-MT B,LEST-S18-212-10-MT B,1,LEST,creek chub,cc,-25.571,9.081,3.266717109
LEST-S18-212-10-MT,LEST-S18-212-MT10,0,LEST,creek chub,cc,-25.5595,9.018,3.272904101
LEST-S18-212-12,LEST-S18-212-12,0,LEST,creek chub,cc,-26.598,10.378,3.341580654
LEST-S18-212-12-MT,LEST-S18-212-MT12,0,LEST,creek chub,cc,-25.767,9.238,3.263356713
LEST-S18-212-15-MT,LEST-S18-212-MT15,0,LEST,creek chub,cc,-26.452,9.544,3.370193358
LEST-S18-212-6-MT,LEST-S18-212-MT6,0,LEST,creek chub,cc,-25.41,9.66,3.406154365
LEST-S18-212-7-MT,LEST-S18-212-MT7,0,LEST,creek chub,cc,-27.355,11.48,3.281699692
LEST-S18-212-8-MT,LEST-S18-212-MT8,0,LEST,creek chub,cc,-26.461,9.823,3.382684844
LEST-S18-212-9-MT,LEST-S18-212-MT9,0,LEST,creek chub,cc,-25.112,9.007,3.254318083
LEST-S18-630-14,LEST-S18-630-14,0,LEST,blacknose dace,invertivore,-29.657,10.077,3.560541914
LEST-S18-630-15,LEST-S18-630-15,0,LEST,blacknose dace,invertivore,-27.315,11.555,3.450037151
LEST-S18-630-16,LEST-S18-630-16,0,LEST,blacknose dace,invertivore,-28.566,11.469,3.353413863
LEST-S18-ALG-1,LEST-S18-ALG-1,0,LEST,algae,algae,-20.375,5.637,19.19402985
LEST-S18-ALG-2,LEST-S18-ALG-2,0,LEST,algae,algae,-20.128,5.467,19.59375
LEST-S18-ALG-3,LEST-S18-ALG-3,0,LEST,algae,algae,-19.874,5.527,19.93650794
LEST-S18-CADDIS-1,LEST-S18-CADDIS-1,0,LEST,caddisfly,aqbase,-30.359,7.235,5.035526316
LEST-S18-CADDIS-2,LEST-S18-CADDIS-2,0,LEST,caddisfly,aqbase,-30.405,7.43,4.992146597
LEST-S18-CAT-1,LEST-S18-CAT-1,0,LEST,caterpillar,terbase,-29.831,-0.84,4.375
LEST-S18-CAT-2,LEST-S18-CAT-2,0,LEST,caterpillar,terbase,-29.774,-0.818,4.302112029
LEST-S18-DET-1,LEST-S18-DET-1,0,LEST,detritus,det,-25.369,0.724,21.19792039
LEST-S18-DET-2,LEST-S18-DET-2,0,LEST,detritus,det,-25.429,1.152,21.46531192
LEST-S18-DET-3,LEST-S18-DET-3,0,LEST,detritus,det,-25.944,0.99,21.73760763
LEST-S18-GOL-1 A,LEST-S18-GOL-1 A,1,LEST,goldenrod,terpp,-33.084,2.916,12.86592179
LEST-S18-GOL-1 B,LEST-S18-GOL-1 B,1,LEST,goldenrod,terpp,-33.036,2.933,12.99147727
LEST-S18-GOL-1 C,LEST-S18-GOL-1 C,1,LEST,goldenrod,terpp,-32.933,2.909,12.90756303
LEST-S18-GOL-1,LEST-S18-GOL-1,0,LEST,goldenrod,terpp,-33.01766667,2.919333333,12.92165403
LEST-S18-GOL-2,LEST-S18-GOL-2,0,LEST,goldenrod,terpp,-33.549,2.67,13.25071532
LEST-S18-GOL-3,LEST-S18-GOL-3,0,LEST,goldenrod,terpp,-33.593,2.632,12.81078198
LEST-S18-SNAIL-1,LEST-S18-SNAIL-1,0,LEST,european garden snail,terbase,-28.182,1.813,5.155074116
LEST-S18-SNAIL-2,LEST-S18-SNAIL-2,0,LEST,european garden snail,terbase,-28.207,1.812,5.161440186
LEST-S18-SNAIL-3,LEST-S18-SNAIL-3,0,LEST,european garden snail,terbase,-28.134,1.757,5.185765983
MT-S18-281-10,MT-S18-281-10,0,MT,brook stickleback,planktivore,-29.309,13.639,3.698859571
MT-S18-281-12,MT-S18-281-12,0,MT,brook stickleback,planktivore,-29.327,14.324,3.955955127
MT-S18-281-2,MT-S18-281-2,0,MT,brook stickleback,planktivore,-26.717,12.534,3.344445348
MT-S18-ALG-1,MT-S18-ALG-1,0,MT,algae,algae,-27.799,2.344,19.06110299
MT-S18-ALG-2,MT-S18-ALG-2,0,MT,algae,algae,-27.792,1.963,18.62136702
MT-S18-ALG-3,MT-S18-ALG-3,0,MT,algae,algae,-27.63,2.135,18.87671384
MT-S18-AQU-1,MT-S18-AQU-1,0,MT,mayfly/caddisfly,aqbase,-27.553,7.544,5.719713313
MT-S18-AQU-2,MT-S18-AQU-2,0,MT,mayfly/caddisfly,aqbase,-27.487,7.497,5.908214448
MT-S18-AQU-3,MT-S18-AQU-3,0,MT,mayfly/caddisfly,aqbase,-27.684,7.74,6.011689438
MT-S18-DET-1,MT-S18-DET-1,0,MT,detritus,det,-25.836,6.682,11.38068474
MT-S18-DET-2,MT-S18-DET-2,0,MT,detritus,det,-25.762,6.976,11.27928598
MT-S18-DET-3,MT-S18-DET-3,0,MT,detritus,det,-26.508,6.919,11.16872853
MT-S18-GOL-1,MT-S18-GOL-1,0,MT,goldenrod,terpp,-31.524,-0.52,17.61554693
MT-S18-GOL-2,MT-S18-GOL-2,0,MT,goldenrod,terpp,-31.095,-0.475,17.39607843
MT-S18-GOL-2 A,MT-S18-GOL-2 A,1,MT,goldenrod,terpp,-31.457,-0.853,17.85759593
MT-S18-GOL-2 B,MT-S18-GOL-2 B,1,MT,goldenrod,terpp,-31.534,-0.974,17.55249474
MT-S18-GOL-2,MT-S18-GOL-2,0,MT,goldenrod,terpp,-31.4955,-0.9135,17.70504534
MT-S18-GOL-3,MT-S18-GOL-3,0,MT,goldenrod,terpp,-31.453,-0.787,17.86219418
MT-S18-TER-1,MT-S18-TER-1,0,MT,snails/caterpillars,terbase,-26.419,7.511,5.182516359
MT-S18-TER-2,MT-S18-TER-2,0,MT,snails/caterpillars,terbase,-26.09,7.725,4.729044356
MT-S18-TER-3,MT-S18-TER-3,0,MT,snails/caterpillars,terbase,-26.13,7.941,4.712703536
PF-S18-163-18,PF-S18-163-18,0,PF,white sucker,detritivore,-26.33004147,15.04487888,3.273513809
PF-S18-163-19,PF-S18-163-19,0,PF,white sucker,detritivore,-26.93556772,14.7300235,3.32936155
PF-S18-163-6,PF-S18-163-6,0,PF,white sucker,detritivore,-25.72648761,13.6270205,3.34042865
PF-S18-198-4,PF-S18-198-4,0,PF,common shiner,invertivore,-26.1801392,14.08517545,3.437898562
PF-S18-198-5,PF-S18-198-5,0,PF,common shiner,invertivore,-25.82214892,13.650231,3.586966148
PF-S18-198-6,PF-S18-198-6,0,PF,common shiner,invertivore,-25.76790797,13.47766603,3.352850616
PF-S18-208-12,PF-S18-208-12,0,PF,bluntnose minnow,detritivore,-26.26692472,13.97114129,3.230363538
PF-S18-208-13,PF-S18-208-13,0,PF,bluntnose minnow,detritivore,-27.05588401,15.1912059,3.475463768
PF-S18-208-7,PF-S18-208-7,0,PF,bluntnose minnow,detritivore,-26.34582065,14.11645916,3.348655144
PF-S18-212-1,PF-S18-212-1,0,PF,creek chub,cc,-25.50163421,13.68656046,3.249739908
PF-S18-212-10,PF-S18-212-10,0,PF,creek chub,cc,-24.85567379,12.03962462,3.273451106
PF-S18-212-11 A,PF-S18-212-11 A,1,PF,creek chub,cc,-24.80537763,12.31613223,3.264416329
PF-S18-212-11 B,PF-S18-212-11 B,1,PF,creek chub,cc,-25.03910682,12.23842753,3.227799882
PF-S18-212-11 C,PF-S18-212-11 C,1,PF,creek chub,cc,-24.92963872,12.20108891,3.272129312
PF-S18-212-11,PF-S18-212-11,0,PF,creek chub,cc,-24.92470772,12.25188289,3.254781841
PF-S18-212-13,PF-S18-212-13,0,PF,creek chub,cc,-25.72155661,12.33530611,3.261878401
PF-S18-212-15,PF-S18-212-15,0,PF,creek chub,cc,-25.57954394,12.54218225,3.249160467
PF-S18-212-2,PF-S18-212-2,0,PF,creek chub,cc,-24.75705388,12.31512308,3.250622955
PF-S18-212-29,PF-S18-212-29,0,PF,creek chub,cc,-24.49472491,12.61887779,3.303368956
PF-S18-212-3,PF-S18-212-3,0,PF,creek chub,cc,-24.74521949,11.99522193,3.203398591
PF-S18-212-5,PF-S18-212-5,0,PF,creek chub,cc,-24.35567084,10.80442273,3.209303424
PF-S18-212-9,PF-S18-212-9,0,PF,creek chub,cc,-24.87539777,11.89127929,3.314944884
PF-S18-341-12,PF-S18-341-12,0,PF,johnny darter,invertivore,-24.77579166,14.28700583,3.423304634
PF-S18-341-6,PF-S18-341-6,0,PF,johnny darter,invertivore,-25.14265773,14.14774287,3.339244921
PF-S18-341-8,PF-S18-341-8,0,PF,johnny darter,invertivore,-25.03417583,13.88536338,3.297383906
PF-S18-ALG-1,PF-S18-ALG-1,0,PF,algae,algae,-31.67245656,1.124806836,16.13015314
PF-S18-ALG-2,PF-S18-ALG-2,0,PF,algae,algae,-31.67047483,1.200038956,16.50998853
PF-S18-ALG-3,PF-S18-ALG-3,0,PF,algae,algae,-23.84068515,12.96979912,13.01366708
PF-S18-CADDIS-1,PF-S18-CADDIS-1,0,PF,caddisfly,aqbase,-29.14563994,12.34237018,4.682460025
PF-S18-CADDIS-2,PF-S18-CADDIS-2,0,PF,caddisfly,aqbase,-29.17917071,12.32218714,4.611138052
PF-S18-DET-1,PF-S18-DET-1,0,PF,detritus,det,-28.61366628,6.787548833,25.51881304
PF-S18-DET-2,PF-S18-DET-2,0,PF,detritus,det,-28.7454509,6.918696718,25.51497777
PF-S18-DET-3,PF-S18-DET-3,0,PF,detritus,det,-28.68500833,6.918696718,25.27317395
PF-S18-MAYFLY-1,PF-S18-MAYFLY-1,0,PF,mayfly,aqbase,-29.24425985,13.13455439,4.944119451
PF-S18-SNAIL-3,PF-S18-SNAIL-3,0,PF,european garden snail,terbase,-26.57560505,0.366764962,4.613210226
PF-S18-SNAIL-1,PF-S18-SNAIL-1,0,PF,european garden snail,terbase,-26.35371024,0.575659399,4.477971924
PF-S18-SNAIL-2 A,PF-S18-SNAIL-2 A,1,PF,european garden snail,terbase,-26.54404667,0.736114546,4.591474563
PF-S18-SNAIL-2 B,PF-S18-SNAIL-2 B,1,PF,european garden snail,terbase,-26.49276432,0.686666104,4.580740662
PF-S18-SNAIL-2 C,PF-S18-SNAIL-2 C,1,PF,european garden snail,terbase,-26.60223242,0.717949812,4.532125111
PF-S18-SNAIL-2,PF-S18-SNAIL-2,0,PF,european garden snail,terbase,-26.5463478,0.713576821,4.568113445
PVFT-S18-CATERPILLAR,PVTF-S18-CATERPILLAR,0,PVTF,caterpillar,terbase,-28.02914723,1.521355548,4.878470788
PVFT-S18-SNAIL-1,PVTF-S18-SNAIL-1,0,PVTF,european garden snail,terbase,-25.6684771,0.786052581,4.067936344
PVFT-S18-SNAIL-2 A,PVTF-S18-SNAIL-2 A,1,PVTF,european garden snail,terbase,-25.87422358,0.778992059,4.135237788
PVFT-S18-SNAIL-2 B,PVTF-S18-SNAIL-2 B,1,PVTF,european garden snail,terbase,-26.06225026,0.56717639,3.98476356
PVFT-S18-SNAIL-2 C,PVTF-S18-SNAIL-2 C,1,PVTF,european garden snail,terbase,-25.91163203,0.80925144,4.071325057
PVFT-S18-SNAIL-2,PVTF-S18-SNAIL-2,0,PVTF,european garden snail,terbase,-25.94936862,0.718473296,4.063775468
PVTF-S18-163-1,PVTF-S18-163-1,0,PVTF,white sucker,detritivore,-27.88246672,11.41314731,3.215962199
PVTF-S18-163-6,PVTF-S18-163-6,0,PVTF,white sucker,detritivore,-27.76335034,15.48606003,3.260935276
PVTF-S18-163-7,PVTF-S18-163-7,0,PVTF,white sucker,detritivore,-27.02502565,15.66358174,3.190314523
PVTF-S18-212-12 A,PVTF-S18-212-12 A,1,PVTF,creek chub,cc,-26.1232851,9.546143477,3.452604795
PVTF-S18-212-12 B,PVTF-S18-212-12 B,1,PVTF,creek chub,cc,-26.30343633,9.659111834,3.435044865
PVTF-S18-212-12 C,PVTF-S18-212-12 C,1,PVTF,creek chub,cc,-26.05339037,9.550178061,3.445996418
PVTF-S18-212-12,PVTF-S18-212-12,0,PVTF,creek chub,cc,-26.16003727,9.585144457,3.444548693
PVTF-S18-212-14,PVTF-S18-212-14,0,PVTF,creek chub,cc,-26.10950304,9.445278873,3.484230504
PVTF-S18-212-15,PVTF-S18-212-15,0,PVTF,creek chub,cc,-26.20007087,14.57928724,3.231583161
PVTF-S18-212-16,PVTF-S18-212-16,0,PVTF,creek chub,cc,-26.18333551,11.05507796,3.354268256
PVTF-S18-212-17,PVTF-S18-212-17,0,PVTF,creek chub,cc,-26.38809756,15.04225577,3.243979342
PVTF-S18-212-18,PVTF-S18-212-18,0,PVTF,creek chub,cc,-26.08193892,15.66862497,3.350072504
PVTF-S18-212-19,PVTF-S18-212-19,0,PVTF,creek chub,cc,-25.99137109,10.23101414,3.239993361
PVTF-S18-212-20,PVTF-S18-212-20,0,PVTF,creek chub,cc,-26.42058384,14.51372525,3.287364479
PVTF-S18-341-11,PVTF-S18-341-11,0,PVTF,johnny darter,invertivore,-25.69702565,12.53072712,3.219057898
PVTF-S18-341-4,PVTF-S18-341-4,0,PVTF,johnny darter,invertivore,-27.09098266,12.03245598,3.271502418
PVTF-S18-341-8,PVTF-S18-341-8,0,PVTF,johnny darter,invertivore,-26.59778177,12.39556855,3.175707927
PVTF-S18-630-12,PVTF-S18-630-12,0,PVTF,blacknose dace,invertivore,-26.89508051,11.16703767,3.423779253
PVTF-S18-630-3 A,PVTF-S18-630-3 A,1,PVTF,blacknose dace,invertivore,-27.40698562,11.11862266,3.667057408
PVTF-S18-630-3 B,PVTF-S18-630-3 B,1,PVTF,blacknose dace,invertivore,-27.24061646,11.07020765,3.672578663
PVTF-S18-630-3 C,PVTF-S18-630-3 C,1,PVTF,blacknose dace,invertivore,-27.32527769,11.16401173,3.674084471
PVTF-S18-630-3,PVTF-S18-630-3,0,PVTF,blacknose dace,invertivore,-27.32429326,11.11761401,3.671240181
PVTF-S18-630-4,PVTF-S18-630-4,0,PVTF,blacknose dace,invertivore,-26.94331772,11.0712163,3.759174865
PVTF-S18-ALG-1,PVTF-S18-ALG-1,0,PVTF,algae,algae,-31.76559756,8.080727975,7.586656227
PVTF-S18-ALG-2,PVTF-S18-ALG-2,0,PVTF,algae,algae,-31.7646067,7.514453776,7.976099878
PVTF-S18-ALG-3,PVTF-S18-ALG-3,0,PVTF,algae,algae,-31.83495789,7.801149151,8.076267684
PVTF-S18-CADDISFLY-1,PVTF-S18-CADDISFLY-1,0,PVTF,caddisfly,aqbase,-28.04982032,8.419485846,4.927413233
PVTF-S18-CADDISFLY-2,PVTF-S18-CADDISFLY-2,0,PVTF,caddisfly,aqbase,-27.89034219,8.652483082,4.842013961
PVTF-S18-DET-1,PVTF-S18-DET-1,0,PVTF,detritus,det,-27.84178497,3.582050536,23.09292479
PVTF-S18-DET-2,PVTF-S18-DET-2,0,PVTF,detritus,det,-28.02905784,3.574933984,22.8516116
PVTF-S18-DET-3,PVTF-S18-DET-3,0,PVTF,detritus,det,-27.99735026,3.550534378,23.18714346
PVTF-S18-GOL-1,PVTF-S18-GOL-1,0,PVTF,goldenrod,terpp,-27.79719619,0.4202682,18.57267907
PVTF-S18-GOL-2,PVTF-S18-GOL-2,0,PVTF,goldenrod,terpp,-27.83980324,0.375535588,17.97787142
PVTF-S18-GOL-3,PVTF-S18-GOL-3,0,PVTF,goldenrod,terpp,-27.76945206,0.317586523,19.51996509
SC-S18-163-3,SC-S18-163-3,0,SC,white sucker,detritivore,-24.797,13.369,3.462210257
SC-S18-163-4,SC-S18-163-4,0,SC,white sucker,detritivore,-25.194,13.256,3.525009648
SC-S18-163-5,SC-S18-163-5,0,SC,white sucker,detritivore,-24.733,13.341,3.373405654
SC-S18-198-1,SC-S18-198-1,0,SC,common shiner,invertivore,-23.886,10.698,3.374332777
SC-S18-198-4,SC-S18-198-4,0,SC,common shiner,invertivore,-24.439,11.063,3.382395269
SC-S18-198-6,SC-S18-198-6,0,SC,common shiner,invertivore,-24.044,10.559,3.426820476
SC-S18-198-6 A,SC-S18-198-6 A,1,SC,common shiner,invertivore,-24.145,10.521,3.426964667
SC-S18-198-6 B,SC-S18-198-6 B,1,SC,common shiner,invertivore,-24.081,10.489,3.405336469
SC-S18-198-6,SC-S18-198-6,0,SC,common shiner,invertivore,-24.113,10.505,3.416150568
SC-S18-208-16,SC-S18-208-16,0,SC,bluntnose minnow,detritivore,-24.68,12.968,3.398647449
SC-S18-208-7,SC-S18-208-7,0,SC,bluntnose minnow,detritivore,-24.872,12.799,3.364559307
SC-S18-208-9,SC-S18-208-9,0,SC,bluntnose minnow,detritivore,-24.826,12.653,3.418755669
SC-S18-212-1,SC-S18-212-1,0,SC,creek chub,cc,-24.491,10.762,3.452132819
SC-S18-212-10,SC-S18-212-10,0,SC,creek chub,cc,-24.501,11.522,3.656050931
SC-S18-212-12,SC-S18-212-12,0,SC,creek chub,cc,-24.521,11.401,3.527940108
SC-S18-212-14,SC-S18-212-14,0,SC,creek chub,cc,-26.255,10.28,3.280466832
SC-S18-212-17,SC-S18-212-17,0,SC,creek chub,cc,-24.838,11.4,3.359655448
SC-S18-212-2,SC-S18-212-2,0,SC,creek chub,cc,-24.389,10.809,3.427374162
SC-S18-212-3,SC-S18-212-3,0,SC,creek chub,cc,-24.236,10.3,3.370701881
SC-S18-212-7,SC-S18-212-7,0,SC,creek chub,cc,-24.261,11.224,3.29713445
SC-S18-212-MT1,SC-S18-212-MT1,0,SC,creek chub,cc,-24.958,11.031,3.663487482
SC-S18-212-MT2,SC-S18-212-MT2,0,SC,creek chub,cc,-24.567,10.964,3.769098712
SC-S18-341-38,SC-S18-341-38,0,SC,johnny darter,invertivore,-23.324,12.319,3.431796841
SC-S18-341-41,SC-S18-341-41,0,SC,johnny darter,invertivore,-23.301,13.398,3.398766136
SC-S18-341-42,SC-S18-341-42,0,SC,johnny darter,invertivore,-29.01,6.798,11.2353983
SC-S18-ALG-1,SC-S18-ALG-1,0,SC,algae,algae,-29.071,6.754,11.32269492
SC-S18-ALG-2,SC-S18-ALG-2,0,SC,algae,algae,-29.155,6.555,11.29565254
SC-S18-ALG-3,SC-S18-ALG-3,0,SC,algae,algae,-26.781,1.902,20.48603073
SC-S18-DET-1,SC-S18-DET-1,0,SC,detritus,det,-26.668,1.851,21.13337174
SC-S18-DET-2,SC-S18-DET-2,0,SC,detritus,det,-26.983,1.884,20.12468983
SC-S18-DET-3,SC-S18-DET-3,0,SC,detritus,det,-33.684,0.283,12.55846597
SC-S18-GOL-1,SC-S18-GOL-1,0,SC,goldenrod,terpp,-33.65,0.106,12.59228178
SC-S18-GOL-2,SC-S18-GOL-2,0,SC,goldenrod,terpp,-33.719,0.243,12.67594711
SC-S18-GOL-3,SC-S18-GOL-3,0,SC,goldenrod,terpp,-33.696,0.349,12.86297376
SC-S18-GOL-3,SC-S18-GOL-3,0,SC,goldenrod,terpp,-26.452,9.973,4.806508951
SC-S18-MAYFLY,SC-S18-MAYFLY,0,SC,mayfly,aqbase,-33.614,0.211,12.62006068
SC-S18-SNAIL-1,SC-S18-SNAIL-1,0,SC,european garden snail,terbase,-26.026,3.396,4.316059957
SC-S18-SNAIL-2,SC-S18-SNAIL-2,0,SC,european garden snail,terbase,-26.174,3.263,4.316960148
SC-S18-SNAIL-3,SC-S18-SNAIL-3,0,SC,european garden snail,terbase,-26.29,3.428,4.329313544
UH-S18-212-12 A,UH-S18-212-12 A,1,UH,creek chub,cc,-25.95439249,9.4157848,3.264661397
UH-S18-212-12 B,UH-S18-212-12 B,1,UH,creek chub,cc,-25.92777997,9.424842533,3.275857379
UH-S18-212-12 C,UH-S18-212-12 C,1,UH,creek chub,cc,-25.89032531,9.414778386,3.267385757
UH-S18-212-12,UH-S18-212-12,0,UH,creek chub,cc,-25.92416592,9.418468573,3.269301511
UH-S18-212-13,UH-S18-212-13,0,UH,creek chub,cc,-28.38419472,9.635768883,3.319217428
UH-S18-212-16,UH-S18-212-16,0,UH,creek chub,cc,-25.88184334,9.640334457,3.228930567
UH-S18-212-18,UH-S18-212-18,0,UH,creek chub,cc,-27.72794338,8.832459431,3.32175213
UH-S18-212-19,UH-S18-212-19,0,UH,creek chub,cc,-26.12393999,11.65187496,3.299283877
UH-S18-212-24,UH-S18-212-24,0,UH,creek chub,cc,-26.64995628,9.646983986,3.319686546
UH-S18-212-26,UH-S18-212-26,0,UH,creek chub,cc,-26.18819626,10.29888451,3.268162426
UH-S18-212-30,UH-S18-212-30,0,UH,creek chub,cc,-26.93168593,9.855450002,3.26914067
UH-S18-212-32,UH-S18-212-32,0,UH,creek chub,cc,-26.97092768,9.011332273,3.520927717
UH-S18-212-7,UH-S18-212-7,0,UH,creek chub,cc,-26.29169428,8.636356203,3.276447244
UH-S18-630-18,UH-S18-630-18,0,UH,blacknose dace,invertivore,-28.56461125,11.04200087,3.738029518
UH-S18-630-3,UH-S18-630-3,0,UH,blacknose dace,invertivore,-28.33658431,11.43617551,3.43863879
UH-S18-630-5,UH-S18-630-5,0,UH,blacknose dace,invertivore,-28.71727959,10.42896561,3.879449594
UH-S18-AQU-1 A,UH-S18-AQU-1 A,1,UH,caddisfly,aqbase,-34.00332076,5.030348163,5.63529795
UH-S18-AQU-1 B,UH-S18-AQU-1 B,1,UH,caddisfly,aqbase,-34.20617567,4.778194588,5.536302074
UH-S18-AQU-1 C,UH-S18-AQU-1 C,1,UH,caddisfly,aqbase,-34.25659596,4.979074805,5.664457393
UH-S18-AQU-1,UH-S18-AQU-1,0,UH,caddisfly,aqbase,-34.15536413,4.929205852,5.612019139
UH-S18-AQU-2,UH-S18-AQU-2,0,UH,caddisfly,aqbase,-33.8589347,4.786998545,5.677109784
UH-S18-DET-1,UH-S18-DET-1,0,UH,detritus,det,-26.39432851,-0.497857087,31.7755469
UH-S18-DET-2,UH-S18-DET-2,0,UH,detritus,det,-26.38377495,-0.695646607,32.54331217
UH-S18-DET-3,UH-S18-DET-3,0,UH,detritus,det,-26.5845974,-0.941759732,32.22483376
UH-S18-GOL-1,UH-S18-GOL-1,0,UH,goldenrod,terpp,-29.06076051,-2.994974315,22.42594163
UH-S18-GOL-2,UH-S18-GOL-2,0,UH,goldenrod,terpp,-29.17317088,-3.085042466,22.36694112
UH-S18-GOL-3,UH-S18-GOL-3,0,UH,goldenrod,terpp,-28.94920886,-2.961681365,22.25766281
UH-S18-TER-1-1,UH-S18-TER-1-1,0,UH,european garden snail,terbase,-27.93665177,-1.262769409,4.561828178
UH-S18-TER-1-2,UH-S18-TER-1-2,0,UH,european garden snail,terbase,-27.60090437,-1.035713906,4.57565296
